POINTNUM,BAYNUM,POINTNAME,LAT,LON,Hg,Pv,HgPupSurveySite,PvPupSurveySite
844,19,Spoon Ledge,44.20141667,-68.82898333,,Y,,Y
922,20,Sprague Ledge,44.345,-68.92,,Y,,Y
71,2,Sprague Neck,44.66173333,-67.33136667,,Y,,Y
405,9,Spruce Island Rocks,44.14063333,-68.59991,,Y,,Y
497,11,Squid Island,44.36790833,-68.398315,,Y,,Y
664,14,Squirrel Island Ledge,43.81301667,-69.62701,,Y,,Y
245,6,Squirrel Point,44.5105,-67.82025,,Y,,Y
533,12,Stage Harbor Ledge,43.36522667,-70.41631667,,Y,,Y
983,22,Stallion Ledge,43.96803333,-69.09903333,,Y,,Y
905,25,Stand-in Point Ledge,44.11008333,-68.94755,,Y,,Y
181,5,Stanley Ledge,44.45688333,-67.66683333,,Y,,Y
246,6,Stanley Point Ledge,44.42079667,-67.92514667,,Y,,Y
607,13,Stave Island Ledge,43.72056,-70.08065667,,Y,,Y
272,7,Stave Island Ledges,44.44282667,-68.14253,,Y,,Y
923,20,Steels Ledge,44.4193,-68.9723,,Y,,Y
182,5,Stevens Island and Ledges,44.48898333,-67.67475,,Y,,Y
406,9,Stinson Neck North,44.19312667,-68.55814667,,Y,,Y
543,13,Stockbridge Point,43.80543667,-70.10446833,,Y,,Y
608,13,Stockman Island,43.73833833,-70.07787333,,Y,,Y
72,2,Stone Island Ledge 1,44.59681667,-67.36701667,,Y,,Y
730,16,Stone Island Ledge 2,43.92296667,-69.29806667,,Y,,Y
35,1,Straight Bay West,44.864465,-67.11829833,,Y,,Y
534,12,Stratton Island,43.50381667,-70.31102667,,Y,,Y
27,9,Stratton Island,43.50551667,-70.31131667,,Y,,
535,12,Stratton Island A,43.501945,-70.31379333,Y,Y,,Y
247,6,Strout Island Ledge,44.51208333,-67.79923333,,Y,,Y
552,13,Sturdivant Island Ledges,43.73128667,-70.18915167,,Y,,Y
298,9,Sunken Egg Rock,44.17832,-68.51259,,Y,,Y
838,18,Swains Ledge,44.28916833,-68.73722333,,Y,,Y
327,8,Swans Island Head Ledges,44.17177734,-68.48371582,,Y,,Y
326,8,Swans Island Rock,44.18047689,-68.44724935,,Y,,Y
36,1,Talbot Cove Ledges,44.85969667,-67.11741167,,Y,,Y
731,16,Teel Island,43.92606667,-69.29418167,,Y,,Y
42,11,Thacher Island,42.6375,-70.5762,,Y,,
924,20,The Bare Ledge,44.35508333,-68.86111667,,Y,,Y
464,24,The Brandies,44.02546833,-68.68193333,Y,Y,,Y
732,16,The Brothers,43.91045,-69.23781667,,Y,,Y
665,14,The Bulldog,43.82072833,-69.56461667,,Y,,Y
248,6,The Castle,44.4066,-67.91956667,,Y,,Y
465,23,The Cow Pen,44.05977833,-68.58342333,,Y,,Y
466,10,The Cow Pen Island Ledge,44.055525,-68.58342333,,Y,,Y
407,9,The Fort Rocks Southeast,44.15516333,-68.70980667,,Y,,Y
296,7,The Gut,44.24888333,-68.23448333,,Y,,Y
499,11,The Hub,44.37553667,-68.41969333,,Y,,Y
183,5,The Ladle,44.48345,-67.7391,,Y,,Y
984,22,The Neck,44.008,-69.045,,Y,,Y
135,4,The Nipple,44.52822333,-67.55417,,Y,,Y
553,13,The Nubbin,43.75855333,-70.176155,,Y,,Y
666,14,The Sisters,43.74119833,-69.72115833,Y,Y,,Y
733,16,Thompson Island 2,43.90417833,-69.31131167,,Y,,Y
667,14,Thread-Life,43.827645,-69.548795,,Y,,Y
668,14,Thread-Life C,43.83341,-69.54810333,,Y,,Y
467,23,Three Bush Island,44.121635,-68.52058167,,Y,,Y
468,23,Three Bush Ledge,44.117245,-68.51978333,,Y,,Y
273,7,Thrumcap 2,44.45167167,-68.15106167,,Y,,Y
841,18,Thrumcap 4,44.26444833,-68.92785667,,Y,,Y
839,18,Thrumcap Island 1,44.32086667,-68.75855,,Y,,Y
840,18,Thrumcap Ledge 1,44.31561667,-68.75885,,Y,,Y
669,14,Thurston Point,43.87640333,-69.536255,,Y,,Y
925,20,Tils Point Ledge,44.429,-68.745,,Y,,Y
536,12,Timber Island,43.39355833,-70.39738833,,Y,,Y
498,11,Tinker Island,44.26774833,-68.48803667,,Y,,Y
249,6,Tom Leighton Point Ledge,44.46418833,-67.86920167,,Y,,Y
250,6,Tommy Island 3,44.48295,-67.8136,,Y,,Y
985,22,Tommy Island Rocks,44.01805,-69.1145,,Y,,Y
408,9,Torrey Island A,44.25411333,-68.59882833,,Y,,Y
409,9,Torrey Island Rock,44.245385,-68.58256833,,Y,,Y
251,6,Trafton Halftide Ledge,44.4974,-67.8307,,Y,,Y
328,8,Triangles,44.18759359,-68.44484863,,Y,,Y
926,20,Trott Ledge,44.396,-68.784,,Y,,Y
500,11,Trumpet Island,44.24201333,-68.443295,,Y,,Y
8,4,Tuckernuck Island,41.3,-70.25666667,Y,,Y,
9,4,Tuckernuck Shoals,41.3,-70.22166667,Y,Y,,
501,11,Tupper Ledge,44.47379167,-68.43906333,,Y,,Y
274,7,Turtle Island,44.35213167,-68.095145,,Y,,Y
275,7,Turtle Island Ledge,44.35227833,-68.10217333,,Y,,Y
410,9,Twin Ledges East,44.13435833,-68.68343833,,Y,,Y
411,9,Twin Ledges West,44.13385333,-68.69143833,,Y,,Y
734,16,Two Bush Island 1,43.91843333,-69.31638333,,Y,,Y
986,22,Two Bush Island 2,43.96555176,-69.0736084,Y,Y,,Y
769,17,Two Bush Island 3,43.87788333,-68.8828,,Y,,Y
842,18,Two Bush Island 4,44.28281667,-68.76316667,,Y,,Y
987,22,Two Bush Island Ledge 2,43.9671346,-69.06813151,Y,Y,,Y
768,17,Two Bush Ledge 1,43.875045,-68.877465,,Y,,Y
988,22,Two Bush Reef,43.97241667,-69.06536667,,Y,,Y
609,13,Uncle Zeke Island,43.80256,-69.95114,,Y,,Y
502,11,Union River,44.49477167,-68.430525,,Y,,Y
554,13,Upper Basket Ledge,43.739705,-70.15957833,,Y,,Y
37,1,Upper Dennys Bay,44.91174667,-67.19543,,Y,,Y
610,13,Upper Flag Island Ledge 1,43.72056,-70.04006333,,Y,,Y
611,13,Upper Flag Island Ledge 2,43.723295,-70.03589667,,Y,,Y
612,13,Upper Green Island,43.77179,-70.082145,,Y,,Y
73,2,Upper Long Ledge,44.65513333,-67.25808333,,Y,,Y
670,14,Upper Mark Island,43.87359667,-69.69567833,,Y,,Y
136,4,Virgin Island,44.53247,-67.55829667,,Y,,Y
96,3,Wallace Ledge,44.55162333,-67.52004,,Y,,Y
20,4,Wasque Shoals,41.30833333,-70.48333333,Y,Y,,
137,4,Water Island,44.47266833,-67.53987667,,Y,,Y
138,4,Water Island Ledge,44.47649,-67.547725,,Y,,Y
989,22,Waterman Beach,44.02095,-69.12285,,Y,,Y
252,6,Watts Cove,44.498,-67.8,,Y,,Y
537,12,Watts Ledge,43.542395,-70.22334833,,Y,,Y
735,16,Webber Dry Ledge,43.89496667,-69.44885,,Y,,Y
820,18,Weeds Ledge,44.26855833,-68.69366833,,Y,,Y
538,12,Wells Beach Ledge,43.29253,-70.56232167,,Y,,Y
503,11,West Barge Ledge,44.23193333,-68.44991,,Y,,Y
770,17,West Black Ledge,43.86166667,-68.86955,,Y,,Y
412,9,West Halibut Ledges,44.10932667,-68.69282167,,Y,,Y
469,23,West Sister Island,44.13783,-68.38311333,,Y,,Y
736,16,Western Egg Rock,43.87918333,-69.41608333,,Y,,Y
843,18,Western Island 1,44.28693333,-68.81493333,,Y,,Y
253,6,Western Reef Island,44.47746667,-67.8132,,Y,,Y
504,11,Weymouth Point 1,44.48140833,-68.441065,,Y,,Y
254,6,Whale Ledge,44.39801667,-67.86628333,,Y,,Y
614,26,Whale Rock,43.70429333,-70.03767833,,Y,,Y
539,12,Whaleback Reef,43.05860167,-70.696305,,Y,,Y
613,13,Whaleboat Island,43.76445333,-70.04423,,Y,,Y
413,9,Wheat Island,44.09946333,-68.61599167,,Y,,Y
771,17,Wheeler Big Rock,43.9,-69.124,,Y,,Y
671,14,White Island 1,43.79161,-69.57556167,,Y,,Y
414,9,White Island 4,44.213895,-68.57083333,,Y,,Y
540,12,White Island 5,42.969185,-70.62422667,,Y,,Y
415,9,White Island Ledge 1,44.21978833,-68.57203,Y,Y,,Y
471,10,White Ledge,44.08657667,-68.56054667,,Y,,Y
470,10,Whitehorse Ledge,44.03037167,-68.56753667,,Y,,Y
672,14,Whittum Island,43.85717833,-69.70145667,Y,Y,,Y
906,19,Widow Island,44.13105,-68.82828333,,Y,,Y
615,13,Wilson Cove,43.81707833,-69.98051833,,Y,,Y
38,1,Wilson Ledges,44.9042,-67.101985,,Y,,Y
184,5,Wohoa Ledge,44.52749837,-67.68595378,,Y,,Y
737,16,Wolsgrover Island,44.00771833,-69.36061167,,Y,,Y
541,12,Wood Island 4,43.45599,-70.33921667,,Y,,Y
616,13,Wood Island South Ledge,43.72826,-69.87093833,,Y,,Y
772,17,Woodenball Island and Ledge,43.86008333,-68.81306667,Y,Y,Y,Y
416,9,Wreck Island,44.12933833,-68.64117,,Y,,Y
738,16,Wreck Island Ledge 2,43.91613333,-69.39526667,,Y,,Y
472,23,Yellow Ledge 1,44.11847,-68.48591333,,Y,,Y
990,22,Yellow Ridge Island and Ledges,43.98073333,-69.1109,,Y,,Y
907,19,Yellow Rock,44.00389,-68.80416667,,Y,,Y
473,10,York Ledges 1,44.075485,-68.58601833,,Y,,Y
927,20,Youngs Island Rocks,44.429505,-68.74108,,Y,,Y
276,7,Youngs Point Ledge,44.50396322,-68.26988118,,Y,,Y
908,19,Zeke Point Ledge,44.124,-68.856,,Y,,Y
