,BAYCODE,lat,long,Year,Estimate.Nonpups,SE.Nonpups,Estimate.Pups,SE.Pups,BAYNUM,BAYDESC
270,COBSB,44.903597,-67.088753,2018,569,139.6,100,18.6,1,Cobscook Bay
309,EB,44.5009,-67.5558,1993,2544,474.3,513,48.4,4,Eastern Bay
299,EB,44.5009,-67.5558,1994,2558,745.9,818,739.2,4,Eastern Bay
297,EB,44.5009,-67.5558,1995,2620,824.6,812,693.6,4,Eastern Bay
292,EB,44.5009,-67.5558,1996,2728,814.9,841,788.7,4,Eastern Bay
288,EB,44.5009,-67.5558,1997,3008,524.6,993,75.3,4,Eastern Bay
296,EB,44.5009,-67.5558,1998,2695,806.9,876,724.9,4,Eastern Bay
304,EB,44.5009,-67.5558,1999,2580,781,875,780.1,4,Eastern Bay
303,EB,44.5009,-67.5558,2000,2520,722,881,639.4,4,Eastern Bay
307,EB,44.5009,-67.5558,2001,2389,180.3,946,72.2,4,Eastern Bay
310,EB,44.5009,-67.5558,2002,2451,717.7,856,664.1,4,Eastern Bay
294,EB,44.5009,-67.5558,2003,2424,866.8,884,776.2,4,Eastern Bay
305,EB,44.5009,-67.5558,2004,2471,896.3,885,717.8,4,Eastern Bay
295,EB,44.5009,-67.5558,2005,2496,822,860,756,4,Eastern Bay
301,EB,44.5009,-67.5558,2006,2521,868.7,903,744.1,4,Eastern Bay
312,EB,44.5009,-67.5558,2007,2485,899.7,894,818.3,4,Eastern Bay
311,EB,44.5009,-67.5558,2008,2507,896.2,861,761.3,4,Eastern Bay
308,EB,44.5009,-67.5558,2009,2539,856.2,852,660.9,4,Eastern Bay
293,EB,44.5009,-67.5558,2010,2475,858.7,869,757,4,Eastern Bay
300,EB,44.5009,-67.5558,2011,2519,790.7,869,792.6,4,Eastern Bay
289,EB,44.5009,-67.5558,2012,2500,294.4,1198,85.1,4,Eastern Bay
291,EB,44.5009,-67.5558,2013,2515,744.4,873,758.7,4,Eastern Bay
298,EB,44.5009,-67.5558,2014,2497,797.2,839,721.5,4,Eastern Bay
302,EB,44.5009,-67.5558,2015,2522,814.9,859,718.7,4,Eastern Bay
306,EB,44.5009,-67.5558,2016,2424,813.9,853,769.9,4,Eastern Bay
287,EB,44.5009,-67.5558,2017,2384,704.1,891,718.3,4,Eastern Bay
290,EB,44.5009,-67.5558,2018,2227,211.5,737,61.4,4,Eastern Bay
321,ENGB,44.586107,-67.464022,1993,775,152.4,128,22.2,3,Englishmans Bay
320,ENGB,44.586107,-67.464022,1994,768,253,157,146.4,3,Englishmans Bay
329,ENGB,44.586107,-67.464022,1995,758,259.4,167,153.4,3,Englishmans Bay
333,ENGB,44.586107,-67.464022,1996,737,238,170,164.2,3,Englishmans Bay
338,ENGB,44.586107,-67.464022,1997,685,143.7,185,27,3,Englishmans Bay
313,ENGB,44.586107,-67.464022,1998,713,234.6,170,152.2,3,Englishmans Bay
315,ENGB,44.586107,-67.464022,1999,709,241.1,168,162,3,Englishmans Bay
332,ENGB,44.586107,-67.464022,2000,672,221.3,165,146.1,3,Englishmans Bay
322,ENGB,44.586107,-67.464022,2001,564,81.9,142,21.8,3,Englishmans Bay
335,ENGB,44.586107,-67.464022,2002,675,231.6,162,125.7,3,Englishmans Bay
334,ENGB,44.586107,-67.464022,2003,707,242,170,145.6,3,Englishmans Bay
318,ENGB,44.586107,-67.464022,2004,734,272.9,168,167.4,3,Englishmans Bay
319,ENGB,44.586107,-67.464022,2005,755,276.4,171,160.7,3,Englishmans Bay
317,ENGB,44.586107,-67.464022,2006,757,281.7,168,148.6,3,Englishmans Bay
314,ENGB,44.586107,-67.464022,2007,760,281.3,170,148.4,3,Englishmans Bay
328,ENGB,44.586107,-67.464022,2008,759,276.6,173,160.1,3,Englishmans Bay
327,ENGB,44.586107,-67.464022,2009,754,280,177,140.3,3,Englishmans Bay
331,ENGB,44.586107,-67.464022,2010,762,291.6,182,158.1,3,Englishmans Bay
336,ENGB,44.586107,-67.464022,2011,774,288.6,163,147.2,3,Englishmans Bay
316,ENGB,44.586107,-67.464022,2012,759,286.4,170,161.7,3,Englishmans Bay
324,ENGB,44.586107,-67.464022,2013,780,278.9,172,160.5,3,Englishmans Bay
330,ENGB,44.586107,-67.464022,2014,766,276.5,162,145.4,3,Englishmans Bay
325,ENGB,44.586107,-67.464022,2015,782,292.2,165,144.4,3,Englishmans Bay
337,ENGB,44.586107,-67.464022,2016,787,271.8,170,153.4,3,Englishmans Bay
323,ENGB,44.586107,-67.464022,2017,839,276.5,177,157.1,3,Englishmans Bay
326,ENGB,44.586107,-67.464022,2018,1042,129.1,257,32.2,3,Englishmans Bay
341,FBMDI,44.432192,-68.201836,1993,2336,453.5,238,29.5,7,Frenchman Bay and Mount Desert Island
358,FBMDI,44.432192,-68.201836,1994,2584,783,377,327,7,Frenchman Bay and Mount Desert Island
359,FBMDI,44.432192,-68.201836,1995,2701,855,393,355.3,7,Frenchman Bay and Mount Desert Island
364,FBMDI,44.432192,-68.201836,1996,2839,834.2,393,345.7,7,Frenchman Bay and Mount Desert Island
356,FBMDI,44.432192,-68.201836,1997,3016,523.9,320,36.7,7,Frenchman Bay and Mount Desert Island
343,FBMDI,44.432192,-68.201836,1998,2930,860.8,408,399.8,7,Frenchman Bay and Mount Desert Island
342,FBMDI,44.432192,-68.201836,1999,2993,978.5,412,324.4,7,Frenchman Bay and Mount Desert Island
344,FBMDI,44.432192,-68.201836,2000,3098,901.2,407,352.5,7,Frenchman Bay and Mount Desert Island
348,FBMDI,44.432192,-68.201836,2001,3593,337.5,812,67.3,7,Frenchman Bay and Mount Desert Island
352,FBMDI,44.432192,-68.201836,2002,3107,899.6,430,364.1,7,Frenchman Bay and Mount Desert Island
351,FBMDI,44.432192,-68.201836,2003,2876,939.6,400,373.5,7,Frenchman Bay and Mount Desert Island
345,FBMDI,44.432192,-68.201836,2004,2770,908.1,409,373.7,7,Frenchman Bay and Mount Desert Island
340,FBMDI,44.432192,-68.201836,2005,2749,916.4,407,331.7,7,Frenchman Bay and Mount Desert Island
347,FBMDI,44.432192,-68.201836,2006,2711,950.1,407,328.1,7,Frenchman Bay and Mount Desert Island
346,FBMDI,44.432192,-68.201836,2007,2707,981.4,410,369.4,7,Frenchman Bay and Mount Desert Island
350,FBMDI,44.432192,-68.201836,2008,2674,954,416,356.1,7,Frenchman Bay and Mount Desert Island
362,FBMDI,44.432192,-68.201836,2009,2682,939.8,404,330.6,7,Frenchman Bay and Mount Desert Island
363,FBMDI,44.432192,-68.201836,2010,2648,864.8,405,322.1,7,Frenchman Bay and Mount Desert Island
361,FBMDI,44.432192,-68.201836,2011,2541,742.6,439,366.8,7,Frenchman Bay and Mount Desert Island
354,FBMDI,44.432192,-68.201836,2012,2298,223,539,49.3,7,Frenchman Bay and Mount Desert Island
339,FBMDI,44.432192,-68.201836,2013,2558,839.3,422,357.4,7,Frenchman Bay and Mount Desert Island
349,FBMDI,44.432192,-68.201836,2014,2649,881.6,412,349.9,7,Frenchman Bay and Mount Desert Island
353,FBMDI,44.432192,-68.201836,2015,2656,866.8,413,333.3,7,Frenchman Bay and Mount Desert Island
357,FBMDI,44.432192,-68.201836,2016,2664,851.3,402,320.3,7,Frenchman Bay and Mount Desert Island
360,FBMDI,44.432192,-68.201836,2017,2665,759.7,407,388.2,7,Frenchman Bay and Mount Desert Island
355,FBMDI,44.432192,-68.201836,2018,2603,196.6,375,38.7,7,Frenchman Bay and Mount Desert Island
373,MACHB,44.647611,-67.34088,1993,2110,441.5,393,40.3,2,Machias Bay
372,MACHB,44.647611,-67.34088,1994,2366,787.7,502,451.2,2,Machias Bay
379,MACHB,44.647611,-67.34088,1995,2452,816.7,504,453.7,2,Machias Bay
378,MACHB,44.647611,-67.34088,1996,2413,795.9,535,432.4,2,Machias Bay
382,MACHB,44.647611,-67.34088,1997,2290,464.5,523,50,2,Machias Bay
383,MACHB,44.647611,-67.34088,1998,2497,798,528,436.1,2,Machias Bay
368,MACHB,44.647611,-67.34088,1999,2460,855,511,432.2,2,Machias Bay
380,MACHB,44.647611,-67.34088,2000,2539,842.4,529,444.7,2,Machias Bay
365,MACHB,44.647611,-67.34088,2001,2570,327.2,672,56.5,2,Machias Bay
376,MACHB,44.647611,-67.34088,2002,2524,807.6,524,456.2,2,Machias Bay
388,MACHB,44.647611,-67.34088,2003,2566,890,517,408.9,2,Machias Bay
390,MACHB,44.647611,-67.34088,2004,2625,906.1,542,442.8,2,Machias Bay
389,MACHB,44.647611,-67.34088,2005,2554,964.4,538,441.1,2,Machias Bay
384,MACHB,44.647611,-67.34088,2006,2568,988.9,508,420.9,2,Machias Bay
375,MACHB,44.647611,-67.34088,2007,2512,925,527,411.1,2,Machias Bay
370,MACHB,44.647611,-67.34088,2008,2563,926.8,527,475.5,2,Machias Bay
381,MACHB,44.647611,-67.34088,2009,2530,901.9,533,427.9,2,Machias Bay
385,MACHB,44.647611,-67.34088,2010,2559,890.3,538,440.3,2,Machias Bay
387,MACHB,44.647611,-67.34088,2011,2521,835.2,523,483,2,Machias Bay
374,MACHB,44.647611,-67.34088,2012,2526,443.8,572,52.2,2,Machias Bay
369,MACHB,44.647611,-67.34088,2013,2522,814.3,532,414.5,2,Machias Bay
366,MACHB,44.647611,-67.34088,2014,2656,918.2,535,588.6,2,Machias Bay
367,MACHB,44.647611,-67.34088,2015,2647,903.2,518,450.2,2,Machias Bay
371,MACHB,44.647611,-67.34088,2016,2658,945.6,518,456.5,2,Machias Bay
377,MACHB,44.647611,-67.34088,2017,2813,930.2,523,408.5,2,Machias Bay
386,MACHB,44.647611,-67.34088,2018,3320,517.6,495,47.3,2,Machias Bay
394,MUSCB,43.898663,-69.404108,1993,4448,824.9,426,44.5,16,Muscongus Bay
411,MUSCB,43.898663,-69.404108,1994,4600,1475.2,710,668.4,16,Muscongus Bay
414,MUSCB,43.898663,-69.404108,1995,4507,1434,718,658.6,16,Muscongus Bay
413,MUSCB,43.898663,-69.404108,1996,4456,1380,697,601.3,16,Muscongus Bay
416,MUSCB,43.898663,-69.404108,1997,4027,786.2,343,38,16,Muscongus Bay
398,MUSCB,43.898663,-69.404108,1998,4489,1429,723,686.4,16,Muscongus Bay
397,MUSCB,43.898663,-69.404108,1999,4904,1641.1,724,652.4,16,Muscongus Bay
403,MUSCB,43.898663,-69.404108,2000,5472,1785.5,766,695.2,16,Muscongus Bay
406,MUSCB,43.898663,-69.404108,2001,6954,1264.3,1392,97.2,16,Muscongus Bay
405,MUSCB,43.898663,-69.404108,2002,5471,1769.4,798,699.7,16,Muscongus Bay
412,MUSCB,43.898663,-69.404108,2003,5035,1845.4,776,658.2,16,Muscongus Bay
396,MUSCB,43.898663,-69.404108,2004,4812,1767.1,716,656.2,16,Muscongus Bay
407,MUSCB,43.898663,-69.404108,2005,4849,1711.9,766,667.9,16,Muscongus Bay
410,MUSCB,43.898663,-69.404108,2006,4720,1680.4,738,635.7,16,Muscongus Bay
395,MUSCB,43.898663,-69.404108,2007,4677,1663.2,781,695.7,16,Muscongus Bay
402,MUSCB,43.898663,-69.404108,2008,4661,1594.1,758,682,16,Muscongus Bay
399,MUSCB,43.898663,-69.404108,2009,4525,1535.7,772,696.3,16,Muscongus Bay
408,MUSCB,43.898663,-69.404108,2010,4475,1450.6,742,690.4,16,Muscongus Bay
401,MUSCB,43.898663,-69.404108,2011,4146,1305.9,773,606.2,16,Muscongus Bay
409,MUSCB,43.898663,-69.404108,2012,3361,283.5,1130,83.8,16,Muscongus Bay
404,MUSCB,43.898663,-69.404108,2013,4056,1291.1,801,683.9,16,Muscongus Bay
391,MUSCB,43.898663,-69.404108,2014,4392,1577.6,764,706.3,16,Muscongus Bay
393,MUSCB,43.898663,-69.404108,2015,4619,1547.4,785,656.1,16,Muscongus Bay
392,MUSCB,43.898663,-69.404108,2016,4780,1566.6,764,770.4,16,Muscongus Bay
400,MUSCB,43.898663,-69.404108,2017,4920,1544.2,767,645.9,16,Muscongus Bay
415,MUSCB,43.898663,-69.404108,2018,5395,730.2,1103,80.5,16,Muscongus Bay
423,OUTIS,43.866667,-68.8333,1993,3932,625.9,162,23.8,17,Outer Islands
435,OUTIS,43.866667,-68.8333,1994,2641,840.9,100,83.5,17,Outer Islands
434,OUTIS,43.866667,-68.8333,1995,2283,752,97,98.6,17,Outer Islands
432,OUTIS,43.866667,-68.8333,1996,1961,688.4,93,80.6,17,Outer Islands
441,OUTIS,43.866667,-68.8333,1997,1485,350.2,56,13.8,17,Outer Islands
427,OUTIS,43.866667,-68.8333,1998,1946,678.4,93,84.5,17,Outer Islands
419,OUTIS,43.866667,-68.8333,1999,2168,759.2,100,85.1,17,Outer Islands
421,OUTIS,43.866667,-68.8333,2000,2479,790.4,100,89.8,17,Outer Islands
425,OUTIS,43.866667,-68.8333,2001,3018,445.9,195,27.5,17,Outer Islands
433,OUTIS,43.866667,-68.8333,2002,2534,806.6,100,85,17,Outer Islands
437,OUTIS,43.866667,-68.8333,2003,2403,841.1,100,89.5,17,Outer Islands
428,OUTIS,43.866667,-68.8333,2004,2285,828.3,98,82.3,17,Outer Islands
436,OUTIS,43.866667,-68.8333,2005,2268,812.3,97,89.8,17,Outer Islands
429,OUTIS,43.866667,-68.8333,2006,2231,844.7,95,93.8,17,Outer Islands
424,OUTIS,43.866667,-68.8333,2007,2270,790.4,93,85.6,17,Outer Islands
426,OUTIS,43.866667,-68.8333,2008,2222,814.4,97,97.1,17,Outer Islands
431,OUTIS,43.866667,-68.8333,2009,2249,841.6,95,85,17,Outer Islands
439,OUTIS,43.866667,-68.8333,2010,2199,836.5,95,83,17,Outer Islands
438,OUTIS,43.866667,-68.8333,2011,2200,834.9,98,79.1,17,Outer Islands
422,OUTIS,43.866667,-68.8333,2012,2210,826.5,92,89.1,17,Outer Islands
430,OUTIS,43.866667,-68.8333,2013,2207,843.9,97,82.8,17,Outer Islands
417,OUTIS,43.866667,-68.8333,2014,2152,782.9,93,75.6,17,Outer Islands
418,OUTIS,43.866667,-68.8333,2015,2125,797,92,84,17,Outer Islands
420,OUTIS,43.866667,-68.8333,2016,2025,719.7,90,87.4,17,Outer Islands
440,OUTIS,43.866667,-68.8333,2017,1830,648.1,92,84.8,17,Outer Islands
442,OUTIS,43.866667,-68.8333,2018,1383,232,50,13.4,17,Outer Islands
456,PBEA,44.185332,-68.753603,1993,3851,703.7,553,50.6,18,"Penobscot Bay, Eastern"
464,PBEA,44.185332,-68.753603,1994,3982,1267.2,1007,945.4,18,"Penobscot Bay, Eastern"
457,PBEA,44.185332,-68.753603,1995,3935,1269.3,1007,856.1,18,"Penobscot Bay, Eastern"
459,PBEA,44.185332,-68.753603,1996,3786,1194.1,1080,979.7,18,"Penobscot Bay, Eastern"
468,PBEA,44.185332,-68.753603,1997,3548,671.6,947,71.8,18,"Penobscot Bay, Eastern"
449,PBEA,44.185332,-68.753603,1998,3746,1126.6,1089,944.5,18,"Penobscot Bay, Eastern"
443,PBEA,44.185332,-68.753603,1999,3869,1291.3,1049,1014.6,18,"Penobscot Bay, Eastern"
450,PBEA,44.185332,-68.753603,2000,4118,1138.5,1062,979,18,"Penobscot Bay, Eastern"
452,PBEA,44.185332,-68.753603,2001,4386,426.7,1485,99.1,18,"Penobscot Bay, Eastern"
460,PBEA,44.185332,-68.753603,2002,4165,1259.2,1090,907,18,"Penobscot Bay, Eastern"
467,PBEA,44.185332,-68.753603,2003,4011,1334,1105,945.2,18,"Penobscot Bay, Eastern"
461,PBEA,44.185332,-68.753603,2004,3873,1363.5,1098,972.3,18,"Penobscot Bay, Eastern"
466,PBEA,44.185332,-68.753603,2005,3975,1322.4,1045,952.5,18,"Penobscot Bay, Eastern"
444,PBEA,44.185332,-68.753603,2006,3913,1328.9,1064,1081.7,18,"Penobscot Bay, Eastern"
451,PBEA,44.185332,-68.753603,2007,3959,1361.2,1082,992.4,18,"Penobscot Bay, Eastern"
448,PBEA,44.185332,-68.753603,2008,3943,1408.5,1087,1109.2,18,"Penobscot Bay, Eastern"
446,PBEA,44.185332,-68.753603,2009,3777,1318.6,1087,1021.5,18,"Penobscot Bay, Eastern"
463,PBEA,44.185332,-68.753603,2010,3823,1302.2,1087,948.6,18,"Penobscot Bay, Eastern"
465,PBEA,44.185332,-68.753603,2011,3637,1167.4,1076,896.3,18,"Penobscot Bay, Eastern"
455,PBEA,44.185332,-68.753603,2012,3406,624.4,1242,87.3,18,"Penobscot Bay, Eastern"
454,PBEA,44.185332,-68.753603,2013,3733,1150.3,1076,881.4,18,"Penobscot Bay, Eastern"
445,PBEA,44.185332,-68.753603,2014,3809,1209.5,1099,901.6,18,"Penobscot Bay, Eastern"
453,PBEA,44.185332,-68.753603,2015,3837,1299.8,1078,937.4,18,"Penobscot Bay, Eastern"
447,PBEA,44.185332,-68.753603,2016,3856,1290.2,1062,947.4,18,"Penobscot Bay, Eastern"
458,PBEA,44.185332,-68.753603,2017,3947,1226.1,1105,913.7,18,"Penobscot Bay, Eastern"
462,PBEA,44.185332,-68.753603,2018,4111,460.5,1580,105.5,18,"Penobscot Bay, Eastern"
481,PBMC,44.020669,-69.096673,1993,3318,602.2,543,50,22,"Penobscot Bay, Muscle Channel"
493,PBMC,44.020669,-69.096673,1994,2955,948.4,530,399.5,22,"Penobscot Bay, Muscle Channel"
490,PBMC,44.020669,-69.096673,1995,2777,938.4,509,472.8,22,"Penobscot Bay, Muscle Channel"
475,PBMC,44.020669,-69.096673,1996,2553,829.4,513,431.9,22,"Penobscot Bay, Muscle Channel"
487,PBMC,44.020669,-69.096673,1997,2021,440.2,323,35.5,22,"Penobscot Bay, Muscle Channel"
473,PBMC,44.020669,-69.096673,1998,2539,843.7,511,418.7,22,"Penobscot Bay, Muscle Channel"
482,PBMC,44.020669,-69.096673,1999,2858,1029,531,448.9,22,"Penobscot Bay, Muscle Channel"
494,PBMC,44.020669,-69.096673,2000,3188,1033.3,537,432.3,22,"Penobscot Bay, Muscle Channel"
492,PBMC,44.020669,-69.096673,2001,4097,579.9,898,71,22,"Penobscot Bay, Muscle Channel"
491,PBMC,44.020669,-69.096673,2002,3254,1072.3,562,459.1,22,"Penobscot Bay, Muscle Channel"
476,PBMC,44.020669,-69.096673,2003,3085,1090,558,471.3,22,"Penobscot Bay, Muscle Channel"
486,PBMC,44.020669,-69.096673,2004,3017,1095.7,558,545.5,22,"Penobscot Bay, Muscle Channel"
485,PBMC,44.020669,-69.096673,2005,2887,1037.5,515,535.4,22,"Penobscot Bay, Muscle Channel"
483,PBMC,44.020669,-69.096673,2006,2853,1062.1,547,450.1,22,"Penobscot Bay, Muscle Channel"
471,PBMC,44.020669,-69.096673,2007,2839,1075,548,456.4,22,"Penobscot Bay, Muscle Channel"
480,PBMC,44.020669,-69.096673,2008,2827,1054.1,546,456.9,22,"Penobscot Bay, Muscle Channel"
477,PBMC,44.020669,-69.096673,2009,2830,1023.4,542,456.6,22,"Penobscot Bay, Muscle Channel"
489,PBMC,44.020669,-69.096673,2010,2878,1017.8,558,490.6,22,"Penobscot Bay, Muscle Channel"
474,PBMC,44.020669,-69.096673,2011,2884,943,587,461.4,22,"Penobscot Bay, Muscle Channel"
469,PBMC,44.020669,-69.096673,2012,3061,412.2,977,74.1,22,"Penobscot Bay, Muscle Channel"
484,PBMC,44.020669,-69.096673,2013,2889,887.4,554,431.7,22,"Penobscot Bay, Muscle Channel"
472,PBMC,44.020669,-69.096673,2014,2763,935.8,540,454.1,22,"Penobscot Bay, Muscle Channel"
479,PBMC,44.020669,-69.096673,2015,2761,969.9,534,420.3,22,"Penobscot Bay, Muscle Channel"
478,PBMC,44.020669,-69.096673,2016,2703,931.5,541,441.4,22,"Penobscot Bay, Muscle Channel"
470,PBMC,44.020669,-69.096673,2017,2428,853.8,515,507.8,22,"Penobscot Bay, Muscle Channel"
488,PBMC,44.020669,-69.096673,2018,2039,403.2,252,32.1,22,"Penobscot Bay, Muscle Channel"
508,PBMW,44.235614,-68.992938,1993,2248,423.1,268,33.4,21,"Penobscot Bay, Midwest"
507,PBMW,44.235614,-68.992938,1994,2165,698.2,388,342.3,21,"Penobscot Bay, Midwest"
503,PBMW,44.235614,-68.992938,1995,2112,721.3,393,385.3,21,"Penobscot Bay, Midwest"
500,PBMW,44.235614,-68.992938,1996,2086,654,375,334.5,21,"Penobscot Bay, Midwest"
504,PBMW,44.235614,-68.992938,1997,1903,384.5,195,27.7,21,"Penobscot Bay, Midwest"
512,PBMW,44.235614,-68.992938,1998,2063,656.9,393,342.9,21,"Penobscot Bay, Midwest"
519,PBMW,44.235614,-68.992938,1999,2242,775.4,417,349.7,21,"Penobscot Bay, Midwest"
518,PBMW,44.235614,-68.992938,2000,2473,751.2,425,378.9,21,"Penobscot Bay, Midwest"
506,PBMW,44.235614,-68.992938,2001,3090,381.3,819,65.6,21,"Penobscot Bay, Midwest"
517,PBMW,44.235614,-68.992938,2002,2454,754.6,415,330.1,21,"Penobscot Bay, Midwest"
502,PBMW,44.235614,-68.992938,2003,2279,815.6,438,351.6,21,"Penobscot Bay, Midwest"
513,PBMW,44.235614,-68.992938,2004,2180,830.2,425,351.9,21,"Penobscot Bay, Midwest"
520,PBMW,44.235614,-68.992938,2005,2153,837.2,415,335.1,21,"Penobscot Bay, Midwest"
511,PBMW,44.235614,-68.992938,2006,2127,806.8,401,366.5,21,"Penobscot Bay, Midwest"
495,PBMW,44.235614,-68.992938,2007,2132,765.2,435,386.1,21,"Penobscot Bay, Midwest"
497,PBMW,44.235614,-68.992938,2008,2061,754.2,413,411.3,21,"Penobscot Bay, Midwest"
516,PBMW,44.235614,-68.992938,2009,2031,746.2,396,357.8,21,"Penobscot Bay, Midwest"
515,PBMW,44.235614,-68.992938,2010,1935,684.4,417,339.6,21,"Penobscot Bay, Midwest"
514,PBMW,44.235614,-68.992938,2011,1772,582.5,418,298.9,21,"Penobscot Bay, Midwest"
499,PBMW,44.235614,-68.992938,2012,1384,216.9,417,42.9,21,"Penobscot Bay, Midwest"
510,PBMW,44.235614,-68.992938,2013,1799,616.7,403,377.7,21,"Penobscot Bay, Midwest"
496,PBMW,44.235614,-68.992938,2014,1982,687.8,410,364.9,21,"Penobscot Bay, Midwest"
501,PBMW,44.235614,-68.992938,2015,2068,761.9,427,329.6,21,"Penobscot Bay, Midwest"
509,PBMW,44.235614,-68.992938,2016,2139,715.5,432,383.4,21,"Penobscot Bay, Midwest"
498,PBMW,44.235614,-68.992938,2017,2182,740.3,412,393.2,21,"Penobscot Bay, Midwest"
505,PBMW,44.235614,-68.992938,2018,2293,438.5,614,53.9,21,"Penobscot Bay, Midwest"
545,PBUP,44.414417,-68.873462,1993,428,109.6,30,9.8,20,"Penobscot Bay, Upper Bay"
535,PBUP,44.414417,-68.873462,1994,548,201.3,42,42.5,20,"Penobscot Bay, Upper Bay"
544,PBUP,44.414417,-68.873462,1995,590,209.4,40,41.4,20,"Penobscot Bay, Upper Bay"
521,PBUP,44.414417,-68.873462,1996,608,203.7,40,43.4,20,"Penobscot Bay, Upper Bay"
526,PBUP,44.414417,-68.873462,1997,596,116.7,15,7,20,"Penobscot Bay, Upper Bay"
538,PBUP,44.414417,-68.873462,1998,638,209.4,43,40.6,20,"Penobscot Bay, Upper Bay"
537,PBUP,44.414417,-68.873462,1999,677,223.5,45,44.6,20,"Penobscot Bay, Upper Bay"
541,PBUP,44.414417,-68.873462,2000,733,222.1,47,44.7,20,"Penobscot Bay, Upper Bay"
523,PBUP,44.414417,-68.873462,2001,898,83.2,160,24.1,20,"Penobscot Bay, Upper Bay"
530,PBUP,44.414417,-68.873462,2002,721,228.3,47,45.6,20,"Penobscot Bay, Upper Bay"
524,PBUP,44.414417,-68.873462,2003,652,245.5,47,48.2,20,"Penobscot Bay, Upper Bay"
539,PBUP,44.414417,-68.873462,2004,648,248,45,44.1,20,"Penobscot Bay, Upper Bay"
546,PBUP,44.414417,-68.873462,2005,638,236.5,45,44.7,20,"Penobscot Bay, Upper Bay"
536,PBUP,44.414417,-68.873462,2006,627,235.5,45,41.1,20,"Penobscot Bay, Upper Bay"
534,PBUP,44.414417,-68.873462,2007,623,244.5,45,44.4,20,"Penobscot Bay, Upper Bay"
528,PBUP,44.414417,-68.873462,2008,625,241.1,48,41.4,20,"Penobscot Bay, Upper Bay"
543,PBUP,44.414417,-68.873462,2009,639,235.2,43,39.6,20,"Penobscot Bay, Upper Bay"
542,PBUP,44.414417,-68.873462,2010,643,235.1,43,43.2,20,"Penobscot Bay, Upper Bay"
531,PBUP,44.414417,-68.873462,2011,648,241.1,43,42.1,20,"Penobscot Bay, Upper Bay"
525,PBUP,44.414417,-68.873462,2012,657,242.3,43,41.4,20,"Penobscot Bay, Upper Bay"
533,PBUP,44.414417,-68.873462,2013,634,250.6,45,43.9,20,"Penobscot Bay, Upper Bay"
522,PBUP,44.414417,-68.873462,2014,648,241.6,42,42,20,"Penobscot Bay, Upper Bay"
527,PBUP,44.414417,-68.873462,2015,643,234.1,47,39.9,20,"Penobscot Bay, Upper Bay"
540,PBUP,44.414417,-68.873462,2016,657,234.7,45,41.1,20,"Penobscot Bay, Upper Bay"
529,PBUP,44.414417,-68.873462,2017,658,224.3,47,43.6,20,"Penobscot Bay, Upper Bay"
532,PBUP,44.414417,-68.873462,2018,700,119.3,50,13.1,20,"Penobscot Bay, Upper Bay"
567,PBVL,44.061201,-68.850116,1993,1024,220.1,108,19.2,19,"Penobscot Bay, Vinalhaven"
547,PBVL,44.061201,-68.850116,1994,1040,324.7,197,191.7,19,"Penobscot Bay, Vinalhaven"
556,PBVL,44.061201,-68.850116,1995,1026,350.1,198,170.6,19,"Penobscot Bay, Vinalhaven"
551,PBVL,44.061201,-68.850116,1996,975,308.7,205,176.9,19,"Penobscot Bay, Vinalhaven"
557,PBVL,44.061201,-68.850116,1997,866,186.9,160,24.1,19,"Penobscot Bay, Vinalhaven"
565,PBVL,44.061201,-68.850116,1998,1002,339.2,198,154.8,19,"Penobscot Bay, Vinalhaven"
563,PBVL,44.061201,-68.850116,1999,1070,355.4,200,160.5,19,"Penobscot Bay, Vinalhaven"
572,PBVL,44.061201,-68.850116,2000,1124,339.4,203,176.8,19,"Penobscot Bay, Vinalhaven"
562,PBVL,44.061201,-68.850116,2001,1227,128.5,245,30.7,19,"Penobscot Bay, Vinalhaven"
549,PBVL,44.061201,-68.850116,2002,1130,341.9,212,178.1,19,"Penobscot Bay, Vinalhaven"
568,PBVL,44.061201,-68.850116,2003,1093,365.6,217,192.5,19,"Penobscot Bay, Vinalhaven"
553,PBVL,44.061201,-68.850116,2004,1090,380,212,173.8,19,"Penobscot Bay, Vinalhaven"
564,PBVL,44.061201,-68.850116,2005,1083,393.3,207,189.6,19,"Penobscot Bay, Vinalhaven"
570,PBVL,44.061201,-68.850116,2006,1102,398.1,208,180.8,19,"Penobscot Bay, Vinalhaven"
566,PBVL,44.061201,-68.850116,2007,1077,382.1,210,175.1,19,"Penobscot Bay, Vinalhaven"
571,PBVL,44.061201,-68.850116,2008,1056,373.5,214,192.1,19,"Penobscot Bay, Vinalhaven"
561,PBVL,44.061201,-68.850116,2009,1039,367.8,209,185.3,19,"Penobscot Bay, Vinalhaven"
569,PBVL,44.061201,-68.850116,2010,1035,375.9,220,172.2,19,"Penobscot Bay, Vinalhaven"
548,PBVL,44.061201,-68.850116,2011,996,335.1,206,165.8,19,"Penobscot Bay, Vinalhaven"
552,PBVL,44.061201,-68.850116,2012,856,134.5,300,34.7,19,"Penobscot Bay, Vinalhaven"
559,PBVL,44.061201,-68.850116,2013,985,324,218,194.1,19,"Penobscot Bay, Vinalhaven"
560,PBVL,44.061201,-68.850116,2014,1039,347.5,212,161.7,19,"Penobscot Bay, Vinalhaven"
554,PBVL,44.061201,-68.850116,2015,1062,377.2,210,179.5,19,"Penobscot Bay, Vinalhaven"
